datekey;date;year;quarter;month;week;day;productkey;productid;productname;category;subcategory;brand;customerkey;customerid;customername;location;gender;agegroup;channelkey;channeltype;salesamount;unitssold;rating;sentimentscore;productreturned
164;2023-06-13;2023;2;6;24;13;22;22;Product 22;Home & Garden;Subcat B;Brand Z;69;69;Customer 69;California;Female;56+;1;Website;695.84;2;3;3.50;f
241;2023-08-29;2023;3;8;35;29;34;34;Product 34;Toys;Subcat B;Brand Z;9;9;Customer 9;California;Female;56+;2;Mobile App;1653.04;8;3;3.17;f
78;2023-03-19;2023;1;3;11;19;23;23;Product 23;Books;Subcat C;Brand W;49;49;Customer 49;California;Female;56+;1;Website;2316.85;5;4;3.53;t
236;2023-08-24;2023;3;8;34;24;34;34;Product 34;Toys;Subcat B;Brand Z;69;69;Customer 69;California;Female;56+;2;Mobile App;1546.51;7;3;3.08;f
107;2023-04-17;2023;2;4;16;17;16;16;Product 16;Clothing;Subcat B;Brand X;89;89;Customer 89;California;Female;56+;1;Website;1282.98;3;1;2.89;f
333;2023-11-29;2023;4;11;48;29;21;21;Product 21;Clothing;Subcat A;Brand Y;49;49;Customer 49;California;Female;56+;2;Mobile App;3100.57;11;3;2.91;f
284;2023-10-11;2023;4;10;41;11;17;17;Product 17;Home & Garden;Subcat C;Brand Y;49;49;Customer 49;California;Female;56+;2;Mobile App;896.16;6;3;2.82;f
158;2023-06-07;2023;2;6;23;7;13;13;Product 13;Books;Subcat B;Brand Y;49;49;Customer 49;California;Female;56+;1;Website;710.22;7;3;2.18;f
25;2023-01-25;2023;1;1;4;25;21;21;Product 21;Clothing;Subcat A;Brand Y;89;89;Customer 89;California;Female;56+;1;Website;2963.10;7;4;2.43;f
110;2023-04-20;2023;2;4;16;20;42;42;Product 42;Home & Garden;Subcat A;Brand Z;29;29;Customer 29;California;Female;56+;2;Mobile App;2743.70;10;1;2.46;f
127;2023-05-07;2023;2;5;18;7;21;21;Product 21;Clothing;Subcat A;Brand Y;69;69;Customer 69;California;Female;56+;2;Mobile App;92.99;1;2;2.65;f
163;2023-06-12;2023;2;6;24;12;16;16;Product 16;Clothing;Subcat B;Brand X;49;49;Customer 49;California;Female;56+;2;Mobile App;2424.35;5;1;2.81;f
44;2023-02-13;2023;1;2;7;13;18;18;Product 18;Books;Subcat A;Brand Z;29;29;Customer 29;California;Female;56+;1;Website;463.24;1;2;2.89;f
123;2023-05-03;2023;2;5;18;3;24;24;Product 24;Toys;Subcat A;Brand X;9;9;Customer 9;California;Female;56+;2;Mobile App;3138.30;11;2;2.45;f
176;2023-06-25;2023;2;6;25;25;38;38;Product 38;Books;Subcat C;Brand Z;89;89;Customer 89;California;Female;56+;1;Website;238.36;2;1;3.75;f
161;2023-06-10;2023;2;6;23;10;16;16;Product 16;Clothing;Subcat B;Brand X;49;49;Customer 49;California;Female;56+;2;Mobile App;1976.04;11;3;3.53;t
150;2023-05-30;2023;2;5;22;30;19;19;Product 19;Toys;Subcat B;Brand W;69;69;Customer 69;California;Female;56+;2;Mobile App;639.98;2;1;3.38;f
154;2023-06-03;2023;2;6;22;3;49;49;Product 49;Toys;Subcat B;Brand Y;49;49;Customer 49;California;Female;56+;1;Website;1758.96;4;3;2.85;f
65;2023-03-06;2023;1;3;10;6;9;9;Product 9;Toys;Subcat A;Brand Y;49;49;Customer 49;California;Female;56+;2;Mobile App;2707.90;10;1;3.82;f
45;2023-02-14;2023;1;2;7;14;39;39;Product 39;Toys;Subcat A;Brand W;9;9;Customer 9;California;Female;56+;1;Website;195.08;2;1;3.09;f
324;2023-11-20;2023;4;11;47;20;41;41;Product 41;Clothing;Subcat C;Brand Y;89;89;Customer 89;California;Female;56+;1;Website;657.09;9;3;2.97;t
179;2023-06-28;2023;2;6;26;28;27;27;Product 27;Home & Garden;Subcat A;Brand W;89;89;Customer 89;California;Female;56+;2;Mobile App;3619.88;11;3;2.37;f
59;2023-02-28;2023;1;2;9;28;13;13;Product 13;Books;Subcat B;Brand Y;49;49;Customer 49;California;Female;56+;1;Website;600.68;4;4;3.13;t
310;2023-11-06;2023;4;11;45;6;16;16;Product 16;Clothing;Subcat B;Brand X;89;89;Customer 89;California;Female;56+;2;Mobile App;2319.78;6;2;3.99;f
48;2023-02-17;2023;1;2;7;17;38;38;Product 38;Books;Subcat C;Brand Z;9;9;Customer 9;California;Female;56+;2;Mobile App;1697.80;4;2;3.07;f
38;2023-02-07;2023;1;2;6;7;32;32;Product 32;Home & Garden;Subcat C;Brand X;9;9;Customer 9;California;Female;56+;2;Mobile App;757.10;2;3;3.40;f
168;2023-06-17;2023;2;6;24;17;38;38;Product 38;Books;Subcat C;Brand Z;9;9;Customer 9;California;Female;56+;1;Website;789.84;9;2;3.23;t
330;2023-11-26;2023;4;11;47;26;27;27;Product 27;Home & Garden;Subcat A;Brand W;89;89;Customer 89;California;Female;56+;1;Website;2936.05;5;1;2.79;f
29;2023-01-29;2023;1;1;4;29;44;44;Product 44;Toys;Subcat C;Brand X;9;9;Customer 9;California;Female;56+;1;Website;2455.15;5;3;3.53;f
42;2023-02-11;2023;1;2;6;11;27;27;Product 27;Home & Garden;Subcat A;Brand W;9;9;Customer 9;California;Female;56+;1;Website;2448.32;7;2;3.18;f
358;2023-12-24;2023;4;12;51;24;41;41;Product 41;Clothing;Subcat C;Brand Y;9;9;Customer 9;California;Female;56+;1;Website;2243.16;6;1;3.29;f
336;2023-12-02;2023;4;12;48;2;28;28;Product 28;Books;Subcat B;Brand X;69;69;Customer 69;California;Female;56+;1;Website;4250.45;5;1;3.83;t
91;2023-04-01;2023;2;4;13;1;20;20;Product 20;Electronics;Subcat C;Brand X;9;9;Customer 9;California;Female;56+;2;Mobile App;704.10;6;4;4.00;f
268;2023-09-25;2023;3;9;39;25;5;5;Product 5;Electronics;Subcat C;Brand Y;49;49;Customer 49;California;Female;56+;2;Mobile App;4387.12;8;4;4.00;f
154;2023-06-03;2023;2;6;22;3;45;45;Product 45;Electronics;Subcat A;Brand Y;69;69;Customer 69;California;Female;56+;1;Website;352.07;1;4;4.00;f
44;2023-02-13;2023;1;2;7;13;40;40;Product 40;Electronics;Subcat B;Brand X;89;89;Customer 89;California;Female;56+;2;Mobile App;59.30;1;4;4.00;f
117;2023-04-27;2023;2;4;17;27;35;35;Product 35;Electronics;Subcat C;Brand W;69;69;Customer 69;California;Female;56+;1;Website;359.22;3;4;4.00;f
66;2023-03-07;2023;1;3;10;7;1;1;Product 1;Clothing;Subcat B;Brand Y;49;49;Customer 49;California;Female;56+;2;Mobile App;1317.88;4;3;2.45;t
33;2023-02-02;2023;1;2;5;2;11;11;Product 11;Clothing;Subcat C;Brand W;89;89;Customer 89;California;Female;56+;1;Website;1059.48;6;3;2.86;t
77;2023-03-18;2023;1;3;11;18;11;11;Product 11;Clothing;Subcat C;Brand W;49;49;Customer 49;California;Female;56+;1;Website;526.96;2;3;2.60;t
87;2023-03-28;2023;1;3;13;28;36;36;Product 36;Clothing;Subcat A;Brand X;9;9;Customer 9;California;Female;56+;1;Website;1379.28;4;1;3.57;t
63;2023-03-04;2023;1;3;9;4;26;26;Product 26;Clothing;Subcat C;Brand Z;29;29;Customer 29;California;Female;56+;1;Website;1675.29;3;1;2.84;t
